SUJETO;zona;P1V15Departamento;Sexo;P5V20Edad;EdadREC;P7V21Computadorafijaoport†tilenhogar;P8V22Hogarconexi¢nainternet;P9V23Hogarwifioconexi¢ninal†mbrica;P10V24Clavedeaccesocontrase§aenredwifi;P11V25Utiliz¢vezinternet;P12V26Motivosporlosquenoutilizainternet;usuariosREC;P13V28;P14V30Lugaresutiliz¢internet_M1;P14V30Lugaresutiliz¢internet_M2;P14V30Lugaresutiliz¢internet_M3;P14V30Lugaresutiliz¢internet_M4;P14V30Lugaresutiliz¢internet_M5;P14V30Lugaresutiliz¢internet_M6;P14V31gtOtroparaV30Lugaresutiliz¢internet;P15V33;P16V32Frecuenciaaccedeainternetdesdedecelular;usuarioCORREO;P18V34;P19V35Buscarinformaci¢nnoticias;P20V36Educaci¢nyaprendizaje;usuarioREDESSOCIALES;P21V37;P22V38Trabajar;P23V39Comprarvenderproductososervicios;P24V40;usuarioEBANKING;P25V41Pagosotransferenciasbancarias;P26V42Antivirusenpclaptop;P27V431Comoconsiguioelantivirus;P28V44Antivirusencelular;P29V45Tipodeinformaci¢nguardaencelular_M1;P29V45Tipodeinformaci¢nguardaencelular_M2;P29V45Tipodeinformaci¢nguardaencelular_M3;P29V45Tipodeinformaci¢nguardaencelular_M4;P29V45Tipodeinformaci¢nguardaencelular_M5;P30V46;P31V47;P34V48Satisfechooinsatisfechodir°aqueseencuentrarespectoalosserv;P35V49Pensandoenhacertr†mitesygestionesenunaoficinap£blica...pre;P36V50Conf°aeninternetcomomedioparahacertr†mitesanteoficinasp£bl;P37V51Intendenciaoempresap£blicaparabuscarinformaci¢n;P38V52Encontr¢lainformaci¢nquebuscaba;P39V53Conoceelsitiowebportaldelestadouruguayo;P40V54Conoceelsitiowebtramites.gub.uy;P41V55Quejasosugerencias;P42V56Tipoderespuestarecibi¢enla£ltimaoportunidadenqueenvi¢uncor;P43V58Leresolvieronlaconsultaoproblemaenesaoportunidad;P44V59Etc.encasodequeunciudadanocom£nquierasaberlo;P46V61Serviciosporinternetqueofreceelestadodemuybuenacalidad;P47V62Serviciosporinternetqueofreceelestadofuncionanentodomoment;P48V63Serviciosporinternetqueofreceelestadomuyf†cilesdeusar;P49V64Serviciosporinternetqueofreceelestadomepermitenahorrartiem;P50V65Informaci¢nquebrindaelestadoporinternetcorrectayprecisa;p46;p47;p48;p49;p50;P53V66Cu†ntaconfianzasetieneacercadecapacidadparausaruncajeroaut;P54V67Cu†ntaconfianzasetieneacercadecapacidadparahacertransaccio;P55V68;P57V69Firmarparallamadoaconsultapopular;P58V70Asistiramanifestaciones;P59V71Unirseahuelgas;P60V72Èltimosdocemeses;P62V73Debidoalacienciaylatecnolog°ahabr†m†soportunidadesparalapr;P63V74Dependemosdemasiadodelatecnolog°ayesonobueno;P65V76Correoelectr¢nico;P66V77Redessociales;P67V78Bancaelectr¢nica;P69V79Evitodivulgarinformaci¢npersonaleninternet;P70V80Creoquelosmenoresde18a§ospuedenusarinternets¢loconestricto;P71V81Sitioswebnomantienenmiinformaci¢npersonalsegura;P73V82SuNombre;P74V83SuDirecci¢n;P75V84Quienesamigos;P76V85Gustosyopiniones;P77V86Fotos;P78V87Sabesiexisteleyodecretoqueimpidaqueotraspersonasoempresasu;P79V88Havistouo°doalgosobredelitosquesecometeneninternet;P81V90Robodeidentidad;P82V91Mensajesdecorreoelectr¢nicodeextra§ospidiendodineroodatosp;P83V92Fraudeenl°neadondelosbienesadquiridosnofueronentregadosseg;P84V93Nosercapazdeaccederaserviciosenl°neaacausadeataquescibernÇ;P86V94Èltimoa§odeestudiosquecurs¢;EducativoREC;PonderaEDUC;P87V95Hijosmenoresde18a§osenhogar;P88V96TarjetadecrÇdito;VBP_1ID
AGESIC-1375;02;14;2;30;2;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;4;1;1;1;1;3;6;3;1;3;99;#≠NULO!;#≠NULO!;4;1;5;2;88;2;4;10;4;3;1;1;1;2;2;#≠NULO!;#≠NULO!;2;10;10;10;10;10;10;10;10;10;10;4;2;1;2;2;3;2;10;10;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;2;2;4;02;00.001;1;1;AGESIC-1375
AGESIC-2210;01;10;1;31;2;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;5;1;1;1;5;6;2;6;1;1;#≠NULO!;1;5;88;88;88;2;2;7;2;3;1;1;2;2;1;2;2;1;7;4;10;10;10;7;4;10;10;10;4;2;2;1;1;1;1;6;10;1;1;2;1;3;2;1;1;2;2;1;2;1;2;1;1;1;8;03;00.000;2;2;AGESIC-2210
AGESIC-701;01;10;1;31;2;1;1;1;1;1;#≠NULO!;1;1;2;1;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;2;2;6;1;6;3;1;3;1;1;#≠NULO!;5;1;88;88;88;1;3;5;4;3;1;1;1;1;2;#≠NULO!;#≠NULO!;2;8;9;8;10;10;8;9;8;10;10;3;3;2;3;3;3;1;7;10;2;2;1;1;1;99;1;1;1;2;1;1;1;2;2;2;2;8;03;00.000;2;1;AGESIC-701
AGESIC-795;01;10;1;31;2;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;1;1;1;2;1;4;1;3;#≠NULO!;2;1;5;88;88;2;1;5;4;2;1;1;2;2;2;#≠NULO!;#≠NULO!;2;5;6;6;7;7;5;6;6;7;7;3;1;1;3;3;3;1;6;6;1;1;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;3;02;00.001;2;1;AGESIC-795
AGESIC-172;01;10;2;55;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;2;1;1;1;3;2;5;6;2;6;1;1;#≠NULO!;1;2;88;88;88;2;1;5;2;1;1;1;1;2;2;#≠NULO!;#≠NULO!;1;5;5;99;6;6;5;5;#≠NULO!;6;6;4;1;1;1;3;3;2;6;2;2;2;99;1;1;1;1;1;1;1;1;2;2;2;2;2;2;6;02;00.001;2;1;AGESIC-172
AGESIC-553;02;9;2;55;3;1;1;99;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;2;6;6;6;1;1;6;6;6;2;6;1;2;#≠NULO!;1;88;88;88;88;2;1;1;4;1;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;99;99;99;99;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;1;1;3;3;3;2;2;3;2;2;2;1;2;2;1;1;1;1;1;2;1;2;1;2;2;3;02;00.001;2;1;AGESIC-553
AGESIC-693;02;2;2;56;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;#≠NULO!;#≠NULO!;6;4;6;2;6;1;2;#≠NULO!;1;2;5;88;88;2;1;3;4;2;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;3;2;10;1;2;2;2;3;2;3;1;1;1;1;1;1;1;2;2;2;2;3;02;00.001;2;1;AGESIC-693
AGESIC-116;01;10;1;56;3;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;1;2;2;2;6;1;6;2;1;2;1;3;#≠NULO!;1;5;88;88;88;1;4;4;2;4;1;1;1;2;2;#≠NULO!;#≠NULO!;1;7;4;8;9;7;7;4;8;9;7;4;4;3;1;1;1;2;10;7;2;2;1;1;3;3;1;1;1;1;1;1;1;2;2;2;2;8;03;00.000;2;1;AGESIC-116
AGESIC-1403;01;10;2;57;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;2;1;2;1;1;6;6;6;2;6;1;2;#≠NULO!;2;5;88;88;88;2;1;10;1;1;1;1;2;2;2;#≠NULO!;#≠NULO!;1;8;7;10;8;10;8;7;10;8;10;3;1;1;1;3;2;2;10;10;2;2;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;6;02;00.001;2;1;AGESIC-1403
AGESIC-4824;02;2;2;57;3;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;1;3;6;2;6;1;6;3;2;6;1;3;#≠NULO!;1;5;88;88;88;2;99;5;4;1;1;1;2;2;2;#≠NULO!;#≠NULO!;2;99;99;99;5;99;#≠NULO!;#≠NULO!;#≠NULO!;5;#≠NULO!;3;1;99;3;3;3;2;10;10;1;2;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;8;03;00.000;2;1;AGESIC-4824
AGESIC-650;02;18;1;58;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;3;2;5;2;6;2;6;6;2;6;1;3;#≠NULO!;5;88;88;88;88;2;2;4;4;2;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;5;7;8;8;5;5;7;8;8;5;2;3;2;3;3;3;2;5;7;2;2;2;1;1;3;1;1;1;1;1;2;1;2;2;2;2;7;03;00.001;2;2;AGESIC-650
AGESIC-2651;02;8;2;59;3;1;1;99;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;1;6;6;6;2;6;1;2;#≠NULO!;5;2;1;88;88;2;2;10;4;1;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;5;99;99;99;99;5;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;1;1;3;3;3;2;8;10;2;2;2;1;2;4;2;2;2;1;1;2;2;2;2;2;2;4;02;00.001;2;2;AGESIC-2651
AGESIC-3941;02;2;2;59;3;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;2;1;1;1;1;1;6;6;2;6;1;99;#≠NULO!;1;2;88;88;88;2;2;7;1;3;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;8;9;10;10;4;8;9;10;10;4;2;1;3;1;3;2;2;5;10;1;2;2;2;2;99;2;1;2;1;99;1;2;1;1;2;2;7;03;00.001;2;2;AGESIC-3941
AGESIC-375;02;11;1;59;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;2;1;6;1;1;2;2;6;2;6;1;2;#≠NULO!;1;2;88;88;88;2;3;8;4;3;2;#≠NULO!;1;2;2;#≠NULO!;#≠NULO!;2;8;5;8;6;9;8;5;8;6;9;3;4;2;2;3;3;1;4;8;2;2;2;1;2;1;1;1;1;1;1;1;1;2;2;2;2;6;02;00.001;2;1;AGESIC-375
AGESIC-1332;02;4;2;59;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;2;2;2;2;6;2;6;6;2;6;1;3;#≠NULO!;5;88;88;88;88;2;3;99;4;99;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;99;99;99;99;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;1;1;3;3;3;2;8;8;1;2;2;1;2;3;1;1;1;1;2;2;2;2;2;2;2;4;02;00.001;2;1;AGESIC-1332
AGESIC-6;02;2;1;59;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;2;6;2;2;2;6;6;3;6;2;6;1;2;#≠NULO!;5;2;1;88;88;2;2;5;4;3;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;7;7;7;7;8;7;7;7;7;8;3;1;2;3;3;3;2;8;10;2;2;2;1;2;2;1;1;2;2;1;2;1;2;2;2;2;8;03;00.000;2;2;AGESIC-6
AGESIC-623;01;10;2;59;3;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;2;1;2;2;6;4;2;6;1;1;#≠NULO!;5;2;88;88;88;2;1;3;2;4;1;1;2;2;2;#≠NULO!;#≠NULO!;2;10;10;10;10;10;10;10;10;10;10;4;3;2;3;3;3;2;4;6;2;2;2;1;2;2;1;1;2;1;1;2;1;2;2;2;2;2;01;00.002;2;1;AGESIC-623
AGESIC-2138;02;3;2;60;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;2;6;3;6;2;6;1;1;#≠NULO!;1;5;88;88;88;2;99;8;4;99;2;#≠NULO!;2;2;99;#≠NULO!;#≠NULO!;2;8;5;8;99;99;8;5;8;#≠NULO!;#≠NULO!;2;1;1;1;3;3;1;6;9;2;2;2;1;1;1;2;2;2;1;1;1;1;2;2;2;99;5;02;00.001;2;2;AGESIC-2138
AGESIC-214;02;4;1;60;3;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;2;1;3;1;1;3;2;6;1;1;#≠NULO!;5;2;1;88;88;1;4;5;2;3;1;1;2;1;2;#≠NULO!;#≠NULO!;1;5;7;8;10;8;5;7;8;10;8;4;3;3;1;1;2;1;8;5;1;2;2;1;2;1;2;2;1;1;1;1;1;2;1;2;2;8;03;00.000;2;1;AGESIC-214
AGESIC-829;02;4;1;60;3;1;1;2;#≠NULO!;1;#≠NULO!;1;1;2;1;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;1;1;4;3;2;6;1;1;#≠NULO!;5;1;88;88;88;2;3;5;2;3;1;1;2;2;2;#≠NULO!;#≠NULO!;1;7;6;7;7;7;7;6;7;7;7;4;3;3;1;1;2;2;6;8;2;2;2;2;2;3;2;1;2;2;1;2;1;1;1;2;2;5;02;00.001;1;2;AGESIC-829
AGESIC-71;01;10;1;60;3;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;2;2;6;1;5;3;2;6;1;2;#≠NULO!;5;88;88;88;88;2;1;1;2;99;1;1;2;2;1;4;1;2;5;5;5;5;5;5;5;5;5;5;4;1;3;1;1;1;1;8;8;1;2;1;99;2;3;2;2;2;1;1;1;1;2;2;2;2;6;02;00.001;1;2;AGESIC-71
AGESIC-2735;01;10;2;61;4;1;1;1;99;1;#≠NULO!;1;1;2;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;6;6;1;1;6;6;6;2;6;1;2;#≠NULO!;2;1;88;88;88;2;1;8;4;99;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;10;10;8;10;10;10;10;8;10;10;4;1;1;1;1;1;1;10;10;2;2;2;2;2;4;1;1;1;1;1;2;1;2;2;2;2;2;01;00.002;2;2;AGESIC-2735
AGESIC-2795;02;7;1;61;4;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;2;1;1;1;1;6;2;4;1;5;1;99;#≠NULO!;2;3;88;88;88;2;3;6;2;4;1;1;2;2;2;#≠NULO!;#≠NULO!;2;7;7;8;10;9;7;7;8;10;9;4;2;3;2;2;2;1;8;6;1;1;2;3;2;3;1;1;1;2;1;1;1;2;2;2;2;3;02;00.001;2;1;AGESIC-2795
AGESIC-150;01;10;1;61;4;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;6;2;6;1;6;3;1;1;1;2;#≠NULO!;1;2;4;5;88;1;1;1;4;1;1;3;1;2;2;#≠NULO!;#≠NULO!;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;2;10;5;1;2;1;4;2;1;1;1;1;1;1;2;1;1;1;2;2;7;03;00.001;2;1;AGESIC-150
AGESIC-2635;01;10;1;62;4;1;1;1;99;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;3;3;6;2;6;6;3;6;2;6;1;99;#≠NULO!;99;88;88;88;88;2;2;10;1;2;1;1;2;2;1;2;2;1;9;10;10;10;8;9;10;10;10;8;4;2;1;1;2;1;2;10;5;2;2;2;1;4;4;2;2;2;1;1;2;1;2;2;2;2;6;02;00.001;2;2;AGESIC-2635
AGESIC-4026;01;10;2;62;4;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;1;6;6;5;2;6;1;1;#≠NULO!;1;2;88;88;88;2;2;9;1;4;1;1;2;2;1;4;2;2;8;8;10;10;10;8;8;10;10;10;4;1;1;1;1;1;1;1;1;1;1;2;3;1;2;2;1;1;2;2;1;1;2;2;2;2;6;02;00.001;2;1;AGESIC-4026
AGESIC-1164;02;19;1;62;4;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;2;6;6;3;1;3;1;2;#≠NULO!;5;2;1;88;88;2;1;7;2;3;1;2;1;1;2;#≠NULO!;#≠NULO!;2;10;10;10;10;10;10;10;10;10;10;3;1;3;1;3;3;2;10;10;2;2;2;1;1;2;1;1;1;1;2;2;1;2;2;2;1;5;02;00.001;2;1;AGESIC-1164
AGESIC-372;01;10;2;63;4;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;2;1;2;1;1;1;6;6;2;6;1;1;#≠NULO!;1;2;88;88;88;2;2;8;4;2;1;1;2;2;1;4;2;1;7;5;8;8;8;7;5;8;8;8;4;4;2;1;1;1;1;10;8;2;2;2;1;4;4;1;1;2;1;2;1;1;2;2;2;2;8;03;00.000;2;1;AGESIC-372
AGESIC-911;02;17;2;63;4;1;1;1;2;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;2;2;2;2;6;6;6;5;2;6;1;1;#≠NULO!;1;88;88;88;88;2;3;7;4;3;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;6;5;6;99;99;6;5;6;#≠NULO!;#≠NULO!;4;3;3;1;3;1;2;8;7;2;2;2;1;2;2;1;1;1;1;1;2;1;2;2;2;2;8;03;00.000;2;1;AGESIC-911
AGESIC-4686;01;10;1;63;4;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;1;1;1;4;2;6;1;1;#≠NULO!;2;5;88;88;88;2;2;1;4;1;2;#≠NULO!;1;2;2;#≠NULO!;#≠NULO!;1;99;1;99;1;1;#≠NULO!;1;#≠NULO!;1;1;4;4;4;1;1;1;1;10;99;2;2;2;1;1;1;1;1;1;1;1;1;1;2;1;2;2;4;02;00.001;2;1;AGESIC-4686
AGESIC-3463;01;10;2;63;4;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;6;2;6;1;6;3;2;6;1;2;#≠NULO!;5;88;88;88;88;2;1;7;1;3;1;1;2;2;2;#≠NULO!;#≠NULO!;2;8;8;8;8;7;8;8;8;8;7;2;2;3;2;2;2;2;9;7;2;2;2;1;2;99;1;1;1;1;1;2;1;2;1;2;2;8;03;00.000;2;1;AGESIC-3463
AGESIC-906;01;10;2;65;4;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;4;1;2;6;6;6;2;6;1;1;#≠NULO!;1;88;88;88;88;2;1;7;4;2;1;1;2;2;2;#≠NULO!;#≠NULO!;2;8;8;8;8;8;8;8;8;8;8;3;3;3;2;1;1;2;7;7;1;2;2;3;1;2;1;1;1;2;1;1;1;2;2;2;2;7;03;00.001;2;1;AGESIC-906
AGESIC-3134;01;10;1;65;4;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;2;1;1;2;6;6;2;6;1;2;#≠NULO!;1;5;88;88;88;2;2;5;4;2;1;1;1;2;2;#≠NULO!;#≠NULO!;1;8;7;10;7;8;8;7;10;7;8;4;3;3;1;1;1;1;8;2;2;2;2;3;2;99;2;1;2;2;1;1;2;2;1;2;2;8;03;00.000;2;2;AGESIC-3134
AGESIC-5214;02;7;2;65;4;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;3;1;2;1;3;2;6;3;2;6;1;3;#≠NULO!;99;88;88;88;88;2;99;5;4;3;1;1;1;1;1;2;1;2;5;4;5;8;6;5;4;5;8;6;3;2;2;1;3;1;2;3;8;2;2;1;3;2;3;1;1;1;1;1;2;1;2;2;2;2;8;03;00.000;2;1;AGESIC-5214
AGESIC-148;01;10;2;66;4;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;2;1;2;6;6;3;1;4;1;2;#≠NULO!;5;4;88;88;88;1;2;7;2;3;1;1;2;2;2;#≠NULO!;#≠NULO!;1;7;7;7;10;10;7;7;7;10;10;4;2;4;2;1;1;1;10;1;2;2;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;8;03;00.000;2;1;AGESIC-148
AGESIC-4018;01;10;2;67;4;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;2;2;1;2;1;6;6;2;6;1;2;#≠NULO!;1;88;88;88;88;2;3;3;2;2;1;3;2;2;2;#≠NULO!;#≠NULO!;1;4;2;3;1;2;4;2;3;1;2;1;1;1;1;3;3;2;5;6;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;8;03;00.000;2;2;AGESIC-4018
AGESIC-209;01;10;1;67;4;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;2;2;6;1;6;6;2;6;1;2;#≠NULO!;5;88;88;88;88;1;3;3;4;2;1;3;2;2;2;#≠NULO!;#≠NULO!;1;3;3;2;1;3;3;3;2;1;3;4;2;2;1;3;3;1;10;10;1;1;2;1;2;2;1;1;2;2;1;1;1;2;2;2;2;8;03;00.000;2;1;AGESIC-209
AGESIC-5622;02;5;2;68;4;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;3;1;1;1;1;6;3;6;2;6;1;2;#≠NULO!;1;2;88;88;88;2;3;8;4;3;1;1;2;2;2;#≠NULO!;#≠NULO!;2;8;8;8;8;8;8;8;8;8;8;3;3;3;2;1;1;1;8;8;2;2;2;1;1;99;2;2;2;2;2;1;1;2;2;2;2;7;03;00.001;2;2;AGESIC-5622
AGESIC-1456;01;10;2;69;4;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;2;6;1;99;6;2;6;2;#≠NULO!;#≠NULO!;5;88;88;88;88;2;99;1;1;99;1;1;2;2;2;#≠NULO!;#≠NULO!;2;99;99;99;99;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;99;1;1;1;1;3;1;10;5;1;2;2;1;99;1;1;1;1;1;1;1;1;2;2;2;2;7;03;00.001;2;1;AGESIC-1456
AGESIC-670;02;7;2;69;4;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;2;6;6;6;2;6;6;6;6;2;6;1;2;#≠NULO!;5;88;88;88;88;2;1;8;4;99;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;8;99;8;10;9;8;#≠NULO!;8;10;9;3;1;1;3;3;3;2;10;10;2;2;2;4;1;1;2;1;1;1;1;2;2;2;2;2;2;3;02;00.001;2;1;AGESIC-670
AGESIC-141;02;9;1;69;4;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;3;2;2;2;6;3;6;3;1;3;1;2;#≠NULO!;1;88;88;88;88;2;2;7;4;2;1;1;2;2;2;#≠NULO!;#≠NULO!;1;6;6;8;4;4;6;6;8;4;4;3;2;2;3;3;3;1;10;8;2;99;2;3;3;3;1;1;1;2;1;1;2;2;2;2;2;8;03;00.000;2;1;AGESIC-141
AGESIC-2783;02;1;2;70;4;1;1;1;2;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;2;6;6;6;1;1;6;6;6;2;6;1;99;#≠NULO!;1;2;5;88;88;2;99;10;4;99;1;3;2;2;2;#≠NULO!;#≠NULO!;2;9;9;9;10;10;9;9;9;10;10;1;1;1;3;3;1;1;10;10;2;2;2;1;1;2;1;1;1;1;1;2;1;2;2;2;2;2;01;00.002;2;1;AGESIC-2783
AGESIC-10;01;10;2;70;4;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;3;1;4;6;6;6;2;6;1;2;#≠NULO!;1;88;88;88;88;2;2;8;2;3;1;1;2;2;2;#≠NULO!;#≠NULO!;2;8;5;7;10;7;8;5;7;10;7;4;2;3;2;1;1;2;8;8;1;2;2;1;1;2;2;2;1;1;1;2;1;2;2;2;2;8;03;00.000;2;1;AGESIC-10
AGESIC-2538;02;1;2;70;4;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;6;1;1;6;6;6;2;6;1;1;#≠NULO!;1;5;88;88;88;2;99;8;4;99;1;1;2;2;2;#≠NULO!;#≠NULO!;2;9;8;1;1;2;9;8;1;1;2;4;4;99;3;3;3;2;8;6;1;1;2;4;1;2;1;1;1;1;1;2;1;2;2;2;2;6;02;00.001;2;2;AGESIC-2538
AGESIC-1522;02;2;2;70;4;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;3;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;2;6;1;6;6;2;6;1;3;#≠NULO!;1;88;88;88;88;2;3;7;2;3;1;1;1;2;2;#≠NULO!;#≠NULO!;2;4;4;5;5;6;4;4;5;5;6;4;3;3;1;2;1;1;8;8;2;99;2;1;1;1;1;1;2;1;1;2;1;2;2;2;2;8;03;00.000;2;1;AGESIC-1522
AGESIC-2768;01;10;2;70;4;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;6;1;1;6;3;6;2;6;1;99;#≠NULO!;99;88;88;88;88;1;2;7;3;99;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;8;99;9;9;8;8;#≠NULO!;9;9;8;4;99;99;1;3;3;1;5;7;2;2;2;1;1;99;2;2;99;2;2;2;1;2;2;2;2;4;02;00.001;2;1;AGESIC-2768
AGESIC-3338;01;10;2;71;4;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;1;1;6;6;2;6;1;2;#≠NULO!;5;4;3;2;1;2;2;8;2;3;1;1;1;1;1;2;1;1;8;8;8;8;8;8;8;8;8;8;4;3;3;1;1;1;1;10;8;2;2;2;2;1;3;2;2;1;2;1;2;1;2;2;2;2;7;03;00.001;2;2;AGESIC-3338
AGESIC-3284;02;8;1;71;4;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;6;1;2;6;99;6;2;6;1;2;#≠NULO!;5;88;88;88;88;2;1;1;4;1;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;99;99;99;99;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;4;3;3;1;3;2;2;10;10;1;2;2;1;2;99;1;1;1;1;1;2;1;2;2;2;2;6;02;00.001;2;2;AGESIC-3284
